http://git-wip-us.apache.org/repos/asf/cassandra.git git:trunk
Fetching Cassandra updates...
Current cluster is now: trunk-long-column-names
INFO  18:43:57 Did not find Netty's native epoll transport in the classpath, defaulting to NIO.
INFO  18:43:58 Using data-center name 'datacenter1' for DCAwareRoundRobinPolicy (if this is incorrect, please provide the correct datacenter name with DCAwareRoundRobinPolicy constructor)
INFO  18:43:58 New Cassandra host /127.0.0.1:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.2:9042 added
INFO  18:43:58 New Cassandra host /127.0.0.3:9042 added
Connected to cluster: trunk-long-column-names
Datatacenter: datacenter1; Host: /127.0.0.1; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.2; Rack: rack1
Datatacenter: datacenter1; Host: /127.0.0.3; Rack: rack1
Created keyspaces. Sleeping 3s for propagation.
Sleeping 2s...
Warming up WRITE with 150000 iterations...
Running WRITE with 5 threads for 500000 iteration
type,      total ops,    op/s,    pk/s,   row/s,    mean,     med,     .95,     .99,    .999,     max,   time,   stderr, errors,  gc: #,  max ms,  sum ms,  sdv ms,      mb
total,        110459,     328,     328,     328,    10.2,     4.9,    47.3,    63.0,    67.3,    67.3,  357.0,  0.00596,      0,      0,       0,       0,       0,       0
total,        110795,     327,     327,     327,    11.0,     5.4,    58.5,    70.9,    82.0,    82.0,  358.0,  0.00595,      0,      0,       0,       0,       0,       0
total,        111043,     246,     246,     246,    14.1,     4.6,    61.5,   232.5,   238.5,   238.5,  359.0,  0.00593,      0,      0,       0,       0,       0,       0
total,        111373,     326,     326,     326,     9.7,     5.0,    43.4,    65.7,    79.8,    79.8,  360.0,  0.00591,      0,      0,       0,       0,       0,       0
total,        111664,     284,     284,     284,    11.9,     5.1,    49.5,    64.2,    71.8,    71.8,  361.0,  0.00591,      0,      0,       0,       0,       0,       0
total,        111960,     291,     291,     291,    11.5,     5.1,    52.7,    82.0,    88.6,    88.6,  362.0,  0.00589,      0,      0,       0,       0,       0,       0
total,        112257,     284,     284,     284,    12.9,     5.7,    51.2,   101.3,   116.6,   116.6,  363.1,  0.00588,      0,      0,       0,       0,       0,       0
total,        112553,     291,     291,     291,    11.8,     5.8,    53.3,    69.7,    86.2,    86.2,  364.1,  0.00586,      0,      0,       0,       0,       0,       0
total,        112847,     289,     289,     289,    12.2,     7.0,    51.3,    76.2,    84.8,    84.8,  365.1,  0.00585,      0,      0,       0,       0,       0,       0
total,        113161,     296,     296,     296,    10.8,     5.3,    52.9,    80.4,    82.6,    82.6,  366.2,  0.00584,      0,      0,       0,       0,       0,       0
total,        113441,     275,     275,     275,    10.4,     5.2,    48.1,    66.0,    78.3,    78.3,  367.2,  0.00583,      0,      0,       0,       0,       0,       0
total,        113728,     276,     276,     276,    10.7,     5.5,    47.1,    73.9,    92.9,    92.9,  368.2,  0.00583,      0,      0,       0,       0,       0,       0
total,        113987,     249,     249,     249,    15.9,     7.1,    71.9,   120.9,   137.7,   137.7,  369.3,  0.00584,      0,      0,       0,       0,       0,       0
total,        114239,     252,     252,     252,    13.2,     5.1,    62.1,   135.5,   170.7,   170.7,  370.3,  0.00584,      0,      0,       0,       0,       0,       0
total,        114546,     298,     298,     298,    11.7,     7.1,    44.8,    62.9,    71.7,    71.7,  371.3,  0.00582,      0,      0,       0,       0,       0,       0
total,        114829,     275,     275,     275,    11.8,     6.2,    51.3,    70.5,    83.3,    83.3,  372.3,  0.00582,      0,      0,       0,       0,       0,       0
total,        115118,     273,     273,     273,    12.3,     6.8,    50.2,    71.6,    75.4,    75.4,  373.4,  0.00581,      0,      0,       0,       0,       0,       0
total,        115387,     250,     250,     250,    11.7,     5.8,    48.0,    77.9,    90.6,    90.6,  374.5,  0.00583,      0,      0,       0,       0,       0,       0
total,        115651,     256,     256,     256,    12.1,     5.0,    48.6,   104.4,   122.8,   122.8,  375.5,  0.00582,      0,      0,       0,       0,       0,       0
total,        115970,     312,     312,     312,     8.4,     4.1,    38.8,    51.1,    62.0,    62.0,  376.5,  0.00580,      0,      0,       0,       0,       0,       0
total,        116250,     276,     276,     276,    10.8,     4.5,    55.9,    90.4,    96.0,    96.0,  377.5,  0.00580,      0,      0,       0,       0,       0,       0
total,        116556,     290,     290,     290,    11.9,     5.7,    47.5,    67.6,    86.1,    86.1,  378.6,  0.00579,      0,      0,       0,       0,       0,       0
total,        116909,     352,     352,     352,    10.0,     4.8,    39.0,    73.4,   115.6,   115.6,  379.6,  0.00578,      0,      0,       0,       0,       0,       0
total,        117217,     300,     300,     300,    12.2,     6.0,    51.9,    91.8,    94.4,    94.4,  380.6,  0.00576,      0,      0,       0,       0,       0,       0
total,        117517,     285,     285,     285,    12.1,     5.6,    53.1,   130.4,   167.4,   167.4,  381.7,  0.00575,      0,      0,       0,       0,       0,       0
total,        117774,     253,     253,     253,    14.8,     3.6,   109.9,   199.5,   219.5,   219.5,  382.7,  0.00576,      0,      0,       0,       0,       0,       0
total,        118033,     258,     258,     258,    13.7,     4.2,    91.3,   131.8,   217.0,   217.0,  383.7,  0.00577,      0,      0,       0,       0,       0,       0
total,        118355,     312,     312,     312,    11.3,     6.0,    42.1,    93.0,   102.5,   102.5,  384.7,  0.00576,      0,      0,       0,       0,       0,       0
total,        118628,     274,     274,     274,    12.1,     5.5,    54.5,    77.2,    86.4,    86.4,  385.7,  0.00575,      0,      0,       0,       0,       0,       0
total,        118960,     317,     317,     317,    10.6,     4.7,    53.5,    70.0,    86.7,    86.7,  386.8,  0.00574,      0,      0,       0,       0,       0,       0
total,        119261,     300,     300,     300,    10.5,     5.1,    43.1,    88.3,   100.6,   100.6,  387.8,  0.00572,      0,      0,       0,       0,       0,       0
total,        119572,     301,     301,     301,     9.5,     4.8,    37.6,    58.3,    73.3,    73.3,  388.8,  0.00571,      0,      0,       0,       0,       0,       0
total,        119899,     302,     302,     302,    11.2,     4.8,    46.4,    92.1,   100.5,   100.5,  389.9,  0.00569,      0,      0,       0,       0,       0,       0
total,        120223,     320,     320,     320,     9.0,     4.0,    40.4,    56.6,    78.7,    78.7,  390.9,  0.00568,      0,      0,       0,       0,       0,       0
total,        120544,     308,     308,     308,    10.3,     4.8,    46.3,    64.8,    71.1,    71.1,  391.9,  0.00566,      0,      0,       0,       0,       0,       0
total,        120844,     296,     296,     296,    10.5,     4.9,    40.1,    76.5,    96.9,    96.9,  393.0,  0.00565,      0,      0,       0,       0,       0,       0
total,        121218,     359,     359,     359,     8.9,     4.8,    36.6,    52.6,    67.3,    67.3,  394.0,  0.00565,      0,      0,       0,       0,       0,       0
total,        121561,     336,     336,     336,     9.9,     4.9,    45.3,    69.9,    85.7,    85.7,  395.0,  0.00564,      0,      0,       0,       0,       0,       0
total,        121873,     303,     303,     303,    10.1,     4.3,    45.0,    87.9,   102.9,   102.9,  396.1,  0.00562,      0,      0,       0,       0,       0,       0
total,        122215,     323,     323,     323,    10.5,     5.4,    46.4,    71.4,    97.0,    97.0,  397.1,  0.00561,      0,      0,       0,       0,       0,       0
total,        122519,     297,     297,     297,    10.4,     5.1,    41.9,    55.4,    72.2,    72.2,  398.1,  0.00559,      0,      0,       0,       0,       0,       0
total,        122839,     291,     291,     291,    11.2,     5.5,    44.6,    68.5,    79.6,    79.6,  399.2,  0.00558,      0,      0,       0,       0,       0,       0
total,        123230,     375,     375,     375,     9.6,     6.0,    32.8,    49.9,    98.3,    98.3,  400.3,  0.00559,      0,      0,       0,       0,       0,       0
total,        123563,     333,     333,     333,    10.2,     5.2,    43.0,    60.9,    67.6,    67.6,  401.3,  0.00558,      0,      0,       0,       0,       0,       0
total,        123838,     270,     270,     270,    11.4,     4.7,    64.0,    86.2,    88.2,    88.2,  402.3,  0.00558,      0,      0,       0,       0,       0,       0
total,        124209,     357,     357,     357,     9.8,     5.4,    42.1,    66.9,    80.5,    80.5,  403.3,  0.00557,      0,      0,       0,       0,       0,       0
total,        124577,     362,     362,     362,     9.3,     5.2,    35.9,    54.7,    60.4,    60.4,  404.4,  0.00557,      0,      0,       0,       0,       0,       0
total,        124887,     282,     282,     282,    12.0,     5.6,    48.1,   104.9,   120.2,   120.2,  405.5,  0.00556,      0,      0,       0,       0,       0,       0
total,        125219,     318,     318,     318,     8.7,     4.5,    38.6,    59.7,    66.2,    66.2,  406.5,  0.00555,      0,      0,       0,       0,       0,       0
total,        125605,     379,     379,     379,     8.9,     5.4,    31.8,    60.3,    84.7,    84.7,  407.5,  0.00556,      0,      0,       0,       0,       0,       0
total,        125933,     321,     321,     321,     9.5,     4.8,    36.1,    53.6,    59.2,    59.2,  408.5,  0.00555,      0,      0,       0,       0,       0,       0
total,        126199,     253,     253,     253,    13.5,     4.8,    63.7,   130.6,   139.9,   139.9,  409.6,  0.00554,      0,      0,       0,       0,       0,       0
total,        126565,     357,     357,     357,     9.5,     4.8,    35.0,    56.4,   120.2,   120.2,  410.6,  0.00553,      0,      0,       0,       0,       0,       0
total,        126930,     357,     357,     357,     9.7,     5.3,    38.7,    71.3,    79.6,    79.6,  411.6,  0.00553,      0,      0,       0,       0,       0,       0
total,        127190,     281,     281,     281,    10.9,     4.7,    53.9,    83.4,   110.0,   110.0,  412.6,  0.00552,      0,      0,       0,       0,       0,       0
total,        127546,     320,     320,     320,    11.3,     5.5,    45.5,   112.6,   152.7,   152.7,  413.7,  0.00552,      0,      0,       0,       0,       0,       0
total,        127924,     375,     375,     375,     9.2,     5.8,    33.7,    55.8,    59.9,    59.9,  414.7,  0.00552,      0,      0,       0,       0,       0,       0
total,        128242,     295,     295,     295,    11.8,     6.4,    48.7,    77.9,   118.3,   118.3,  415.8,  0.00551,      0,      0,       0,       0,       0,       0
total,        128552,     307,     307,     307,    10.2,     5.4,    39.8,    66.3,    83.0,    83.0,  416.8,  0.00550,      0,      0,       0,       0,       0,       0
total,        128890,     326,     326,     326,    10.1,     4.5,    40.7,   135.5,   194.3,   194.3,  417.8,  0.00549,      0,      0,       0,       0,       0,       0
total,        129213,     292,     292,     292,    12.0,     5.0,    46.6,   125.2,   129.8,   129.8,  418.9,  0.00548,      0,      0,       0,       0,       0,       0
total,        129515,     298,     298,     298,    10.2,     5.1,    43.2,    58.8,    61.7,    61.7,  419.9,  0.00547,      0,      0,       0,       0,       0,       0
total,        129872,     348,     348,     348,    10.5,     5.8,    40.9,    66.7,    78.1,    78.1,  421.0,  0.00546,      0,      0,       0,       0,       0,       0
total,        130208,     320,     320,     320,    10.5,     5.4,    40.9,    63.3,    67.4,    67.4,  422.0,  0.00545,      0,      0,       0,       0,       0,       0
total,        130466,     249,     249,     249,    14.1,     5.9,    59.8,    83.9,    88.0,    88.0,  423.0,  0.00546,      0,      0,       0,       0,       0,       0
total,        130792,     320,     320,     320,    10.9,     5.9,    47.9,    68.1,    96.8,    96.8,  424.1,  0.00545,      0,      0,       0,       0,       0,       0
total,        131128,     303,     303,     303,    11.8,     6.1,    49.9,    69.3,   116.5,   116.5,  425.2,  0.00543,      0,      0,       0,       0,       0,       0
total,        131395,     264,     264,     264,    10.9,     4.8,    53.5,    67.4,    81.2,    81.2,  426.2,  0.00544,      0,      0,       0,       0,       0,       0
total,        131657,     257,     257,     257,    14.2,     8.8,    49.5,    76.6,    91.8,    91.8,  427.2,  0.00544,      0,      0,       0,       0,       0,       0
total,        131990,     319,     319,     319,    10.7,     5.5,    47.7,    65.9,    87.3,    87.3,  428.2,  0.00543,      0,      0,       0,       0,       0,       0
total,        132315,     304,     304,     304,    11.2,     6.0,    50.6,    67.0,   103.3,   103.3,  429.3,  0.00542,      0,      0,       0,       0,       0,       0
total,        132597,     273,     273,     273,    10.8,     5.4,    38.2,    83.1,   105.0,   105.0,  430.3,  0.00541,      0,      0,       0,       0,       0,       0
total,        132865,     266,     266,     266,    12.6,     6.0,    63.4,    85.4,    96.2,    96.2,  431.4,  0.00541,      0,      0,       0,       0,       0,       0
total,        133184,     282,     282,     282,    13.0,     5.9,    64.8,    89.9,   126.5,   126.5,  432.5,  0.00541,      0,      0,       0,       0,       0,       0
total,        133496,     305,     305,     305,    11.1,     6.4,    41.5,    64.6,    67.6,    67.6,  433.5,  0.00539,      0,      0,       0,       0,       0,       0
total,        133755,     258,     258,     258,    12.7,     5.5,    60.8,    84.0,    97.6,    97.6,  434.5,  0.00540,      0,      0,       0,       0,       0,       0
total,        134174,     396,     396,     396,     8.2,     5.4,    26.9,    45.3,    53.7,    53.7,  435.6,  0.00542,      0,      0,       0,       0,       0,       0
total,        134510,     328,     328,     328,     9.3,     5.3,    32.4,    66.7,    74.1,    74.1,  436.6,  0.00541,      0,      0,       0,       0,       0,       0
total,        134807,     292,     292,     292,    12.3,     5.2,    57.0,    87.7,    90.9,    90.9,  437.6,  0.00540,      0,      0,       0,       0,       0,       0
total,        135127,     314,     314,     314,    10.1,     5.0,    45.4,    64.6,    89.9,    89.9,  438.6,  0.00539,      0,      0,       0,       0,       0,       0
total,        135432,     278,     278,     278,    11.0,     4.6,    49.6,    80.8,    98.2,    98.2,  439.7,  0.00538,      0,      0,       0,       0,       0,       0
total,        135743,     307,     307,     307,    12.0,     5.5,    53.8,    73.8,    83.7,    83.7,  440.7,  0.00537,      0,      0,       0,       0,       0,       0
total,        136065,     320,     320,     320,    10.7,     5.6,    42.1,    81.3,    85.5,    85.5,  441.7,  0.00536,      0,      0,       0,       0,       0,       0
total,        136387,     320,     320,     320,     9.7,     5.3,    34.7,    93.9,   112.5,   112.5,  442.8,  0.00534,      0,      0,       0,       0,       0,       0
total,        136703,     295,     295,     295,    12.4,     6.2,    49.9,    66.2,   108.8,   108.8,  443.8,  0.00533,      0,      0,       0,       0,       0,       0
total,        137008,     293,     293,     293,    11.9,     5.7,    52.7,    75.5,    83.3,    83.3,  444.9,  0.00532,      0,      0,       0,       0,       0,       0
total,        137372,     356,     356,     356,     9.5,     5.4,    40.0,    59.4,    63.0,    63.0,  445.9,  0.00532,      0,      0,       0,       0,       0,       0
total,        137730,     355,     355,     355,     9.4,     5.1,    40.6,    55.8,    61.9,    61.9,  446.9,  0.00532,      0,      0,       0,       0,       0,       0
total,        138043,     290,     290,     290,    11.4,     5.0,    52.2,   108.2,   135.3,   135.3,  448.0,  0.00531,      0,      0,       0,       0,       0,       0
total,        138353,     308,     308,     308,     9.8,     4.9,    40.8,    60.8,    83.8,    83.8,  449.0,  0.00529,      0,      0,       0,       0,       0,       0
total,        138711,     346,     346,     346,     8.5,     4.0,    36.8,    60.9,    93.0,    93.0,  450.0,  0.00529,      0,      0,       0,       0,       0,       0
total,        139045,     324,     324,     324,     9.7,     5.4,    38.0,    68.6,    78.0,    78.0,  451.0,  0.00528,      0,      0,       0,       0,       0,       0
total,        139269,     223,     223,     223,    16.5,     5.0,    77.8,   125.2,   171.4,   171.4,  452.1,  0.00531,      0,      0,       0,       0,       0,       0
total,        139609,     325,     325,     325,    10.1,     5.0,    39.3,    61.9,    72.9,    72.9,  453.1,  0.00530,      0,      0,       0,       0,       0,       0
total,        139939,     325,     325,     325,    10.7,     5.7,    45.3,    66.5,    70.0,    70.0,  454.1,  0.00528,      0,      0,       0,       0,       0,       0
total,        140255,     312,     312,     312,    10.3,     4.9,    45.2,    65.3,    80.9,    80.9,  455.1,  0.00527,      0,      0,       0,       0,       0,       0
total,        140535,     274,     274,     274,    13.1,     5.7,    65.1,   107.5,   135.9,   135.9,  456.1,  0.00527,      0,      0,       0,       0,       0,       0
total,        140853,     315,     315,     315,    10.3,     5.5,    41.6,    57.6,    77.8,    77.8,  457.2,  0.00526,      0,      0,       0,       0,       0,       0
total,        141130,     270,     270,     270,    12.0,     5.4,    51.6,    69.5,    80.5,    80.5,  458.2,  0.00525,      0,      0,       0,       0,       0,       0
total,        141360,     233,     233,     233,    14.4,     4.9,    69.2,   106.5,   121.0,   121.0,  459.2,  0.00528,      0,      0,       0,       0,       0,       0
total,        141637,     257,     257,     257,    11.6,     5.6,    49.4,   113.9,   128.0,   128.0,  460.2,  0.00528,      0,      0,       0,       0,       0,       0
total,        141998,     351,     351,     351,     8.1,     5.3,    26.2,    46.1,    52.3,    52.3,  461.3,  0.00527,      0,      0,       0,       0,       0,       0
total,        142281,     278,     278,     278,    11.3,     5.3,    44.4,   106.7,   111.0,   111.0,  462.3,  0.00526,      0,      0,       0,       0,       0,       0
total,        142554,     261,     261,     261,    13.5,     5.8,    53.4,   107.3,   139.4,   139.4,  463.3,  0.00526,      0,      0,       0,       0,       0,       0
total,        142915,     352,     352,     352,    10.1,     5.7,    35.2,    60.1,    67.9,    67.9,  464.4,  0.00525,      0,      0,       0,       0,       0,       0
total,        143236,     320,     320,     320,    10.0,     5.5,    39.5,    63.9,    71.0,    71.0,  465.4,  0.00524,      0,      0,       0,       0,       0,       0
total,        143549,     307,     307,     307,    10.3,     5.4,    43.8,    55.6,    83.3,    83.3,  466.4,  0.00523,      0,      0,       0,       0,       0,       0
total,        143906,     352,     352,     352,     9.7,     5.8,    37.5,    49.7,    74.5,    74.5,  467.4,  0.00522,      0,      0,       0,       0,       0,       0
total,        144254,     339,     339,     339,    10.3,     5.6,    38.4,    68.0,    73.4,    73.4,  468.4,  0.00522,      0,      0,       0,       0,       0,       0
total,        144534,     276,     276,     276,     9.9,     5.0,    37.0,    92.3,   142.7,   142.7,  469.4,  0.00522,      0,      0,       0,       0,       0,       0
total,        144861,     328,     328,     328,     9.5,     4.7,    33.8,    67.1,    85.7,    85.7,  470.4,  0.00520,      0,      0,       0,       0,       0,       0
total,        145215,     330,     330,     330,     9.9,     4.5,    42.0,    71.3,    79.7,    79.7,  471.5,  0.00519,      0,      0,       0,       0,       0,       0
total,        145507,     286,     286,     286,    11.0,     4.9,    48.1,    89.9,    92.4,    92.4,  472.5,  0.00519,      0,      0,       0,       0,       0,       0
total,        145762,     254,     254,     254,    14.3,     6.5,    66.1,   105.4,   116.5,   116.5,  473.5,  0.00519,      0,      0,       0,       0,       0,       0
total,        146033,     260,     260,     260,    13.3,     6.0,    57.9,    75.2,    86.6,    86.6,  474.6,  0.00520,      0,      0,       0,       0,       0,       0
total,        146311,     274,     274,     274,    12.3,     5.3,    56.3,   105.9,   120.9,   120.9,  475.6,  0.00519,      0,      0,       0,       0,       0,       0
total,        146601,     277,     277,     277,    12.8,     7.4,    49.3,    63.4,    71.7,    71.7,  476.6,  0.00518,      0,      0,       0,       0,       0,       0
total,        146838,     226,     226,     226,    13.8,     5.8,    53.6,   104.9,   123.3,   123.3,  477.7,  0.00521,      0,      0,       0,       0,       0,       0
total,        147145,     301,     301,     301,     9.9,     5.8,    43.0,    65.3,    88.4,    88.4,  478.7,  0.00520,      0,      0,       0,       0,       0,       0
total,        147445,     292,     292,     292,    11.8,     5.5,    50.3,    89.4,    94.0,    94.0,  479.7,  0.00519,      0,      0,       0,       0,       0,       0
total,        147790,     326,     326,     326,     9.9,     5.2,    37.3,    77.5,    84.6,    84.6,  480.8,  0.00518,      0,      0,       0,       0,       0,       0
total,        148104,     305,     305,     305,    11.6,     5.7,    44.3,    62.2,    66.4,    66.4,  481.8,  0.00517,      0,      0,       0,       0,       0,       0
total,        148425,     318,     318,     318,    10.9,     4.8,    46.8,    80.5,   106.1,   106.1,  482.8,  0.00516,      0,      0,       0,       0,       0,       0
total,        148720,     283,     283,     283,    12.9,     6.2,    62.1,   103.0,   107.9,   107.9,  483.9,  0.00515,      0,      0,       0,       0,       0,       0
total,        149090,     367,     367,     367,     8.3,     4.6,    32.4,    54.9,    68.8,    68.8,  484.9,  0.00515,      0,      0,       0,       0,       0,       0
total,        149352,     254,     254,     254,    14.2,     5.1,    54.9,   131.4,   188.4,   188.4,  485.9,  0.00514,      0,      0,       0,       0,       0,       0
total,        149735,     369,     369,     369,     9.2,     4.6,    39.5,    70.5,    78.6,    78.6,  486.9,  0.00514,      0,      0,       0,       0,       0,       0
total,        150073,     322,     322,     322,    10.4,     4.9,    49.4,    63.4,    79.8,    79.8,  488.0,  0.00513,      0,      0,       0,       0,       0,       0
total,        150392,     316,     316,     316,    10.8,     5.6,    44.8,    61.7,    69.0,    69.0,  489.0,  0.00512,      0,      0,       0,       0,       0,       0
total,        150721,     325,     325,     325,     9.6,     4.5,    39.6,    56.9,    74.0,    74.0,  490.0,  0.00511,      0,      0,       0,       0,       0,       0
total,        151056,     326,     326,     326,    10.4,     5.5,    50.0,    74.0,    95.3,    95.3,  491.0,  0.00510,      0,      0,       0,       0,       0,       0
total,        151369,     310,     310,     310,    11.3,     5.8,    52.1,    68.8,    89.1,    89.1,  492.1,  0.00509,      0,      0,       0,       0,       0,       0
total,        151713,     325,     325,     325,    10.6,     5.3,    43.4,    93.0,   105.0,   105.0,  493.1,  0.00508,      0,      0,       0,       0,       0,       0
total,        152071,     347,     347,     347,     9.3,     5.4,    29.5,    67.8,    89.4,    89.4,  494.1,  0.00508,      0,      0,       0,       0,       0,       0
total,        152386,     302,     302,     302,    10.2,     4.4,    45.9,    59.0,   141.3,   141.3,  495.2,  0.00507,      0,      0,       0,       0,       0,       0
total,        152751,     355,     355,     355,     8.8,     4.7,    32.0,    67.1,    83.5,    83.5,  496.2,  0.00506,      0,      0,       0,       0,       0,       0
total,        153027,     277,     277,     277,    12.5,     5.5,    52.4,    90.3,    90.5,    90.5,  497.2,  0.00506,      0,      0,       0,       0,       0,       0
total,        153359,     314,     314,     314,    10.8,     6.1,    36.8,    79.3,   106.8,   106.8,  498.3,  0.00505,      0,      0,       0,       0,       0,       0
total,        153678,     314,     314,     314,    10.4,     5.2,    51.5,    67.9,   128.5,   128.5,  499.3,  0.00504,      0,      0,       0,       0,       0,       0
total,        154002,     320,     320,     320,    11.7,     6.2,    46.9,    64.4,    95.0,    95.0,  500.3,  0.00503,      0,      0,       0,       0,       0,       0
total,        154291,     281,     281,     281,    13.5,     6.2,    55.6,    77.7,    82.1,    82.1,  501.3,  0.00502,      0,      0,       0,       0,       0,       0
total,        154582,     280,     280,     280,    11.4,     4.9,    48.2,   122.3,   155.9,   155.9,  502.4,  0.00502,      0,      0,       0,       0,       0,       0
total,        154877,     286,     286,     286,    11.6,     4.9,    53.2,    88.7,   110.1,   110.1,  503.4,  0.00501,      0,      0,       0,       0,       0,       0
total,        155209,     316,     316,     316,     9.9,     4.8,    46.4,    77.7,    83.8,    83.8,  504.5,  0.00500,      0,      0,       0,       0,       0,       0
total,        155506,     295,     295,     295,    10.5,     5.4,    38.3,    83.1,    93.6,    93.6,  505.5,  0.00499,      0,      0,       0,       0,       0,       0
total,        155767,     252,     252,     252,    13.0,     4.7,    60.3,   110.9,   116.5,   116.5,  506.5,  0.00500,      0,      0,       0,       0,       0,       0
total,        156091,     320,     320,     320,    10.1,     5.8,    46.7,    64.9,    75.3,    75.3,  507.5,  0.00499,      0,      0,       0,       0,       0,       0
total,        156402,     288,     288,     288,    11.9,     6.8,    48.0,    90.8,   100.3,   100.3,  508.6,  0.00498,      0,      0,       0,       0,       0,       0
total,        156688,     275,     275,     275,    12.7,     6.8,    46.0,    93.8,    98.9,    98.9,  509.6,  0.00497,      0,      0,       0,       0,       0,       0
total,        156974,     271,     271,     271,    13.2,     6.0,    55.8,    90.3,   107.6,   107.6,  510.7,  0.00497,      0,      0,       0,       0,       0,       0
total,        157340,     361,     361,     361,     9.6,     4.4,    30.0,   137.4,   176.4,   176.4,  511.7,  0.00500,      0,      0,       0,       0,       0,       0
total,        157646,     300,     300,     300,    10.5,     4.9,    44.1,    59.9,    99.3,    99.3,  512.7,  0.00499,      0,      0,       0,       0,       0,       0
total,        157976,     320,     320,     320,     9.5,     4.8,    38.8,    57.2,    89.5,    89.5,  513.7,  0.00498,      0,      0,       0,       0,       0,       0
total,        158267,     282,     282,     282,    11.4,     5.1,    57.4,    77.3,    87.2,    87.2,  514.8,  0.00498,      0,      0,       0,       0,       0,       0
total,        158606,     332,     332,     332,    10.3,     5.7,    36.8,    70.3,    83.9,    83.9,  515.8,  0.00497,      0,      0,       0,       0,       0,       0
total,        158860,     239,     239,     239,    12.0,     5.8,    51.2,    71.9,    97.3,    97.3,  516.9,  0.00498,      0,      0,       0,       0,       0,       0
total,        159076,     212,     212,     212,    17.3,     6.9,    78.0,   126.6,   130.3,   130.3,  517.9,  0.00502,      0,      0,       0,       0,       0,       0
total,        159357,     277,     277,     277,    11.8,     6.7,    39.2,    82.4,   102.2,   102.2,  518.9,  0.00501,      0,      0,       0,       0,       0,       0
total,        159622,     258,     258,     258,    12.4,     6.2,    47.5,   109.5,   122.2,   122.2,  519.9,  0.00501,      0,      0,       0,       0,       0,       0
total,        159892,     266,     266,     266,    13.2,     6.2,    58.5,   125.7,   128.7,   128.7,  520.9,  0.00501,      0,      0,       0,       0,       0,       0
total,        160205,     311,     311,     311,     9.6,     5.3,    40.3,    59.9,    86.6,    86.6,  521.9,  0.00500,      0,      0,       0,       0,       0,       0
total,        160516,     305,     305,     305,     9.8,     5.0,    38.7,    68.1,    78.9,    78.9,  523.0,  0.00499,      0,      0,       0,       0,       0,       0
total,        160801,     280,     280,     280,    12.2,     6.3,    50.3,    70.5,    74.5,    74.5,  524.0,  0.00498,      0,      0,       0,       0,       0,       0
total,        161063,     260,     260,     260,    11.5,     5.6,    45.3,    81.5,   103.0,   103.0,  525.0,  0.00498,      0,      0,       0,       0,       0,       0
total,        161372,     300,     300,     300,    11.2,     5.4,    46.0,    92.1,   103.3,   103.3,  526.0,  0.00497,      0,      0,       0,       0,       0,       0
total,        161672,     297,     297,     297,    10.3,     4.8,    46.5,   102.0,   113.8,   113.8,  527.0,  0.00496,      0,      0,       0,       0,       0,       0
total,        161944,     268,     268,     268,    13.1,     6.3,    51.6,   104.8,   116.1,   116.1,  528.0,  0.00496,      0,      0,       0,       0,       0,       0
total,        162238,     291,     291,     291,    10.7,     4.5,    52.8,    99.1,   100.8,   100.8,  529.1,  0.00496,      0,      0,       0,       0,       0,       0
total,        162595,     351,     351,     351,     9.1,     4.7,    39.7,    60.9,    95.7,    95.7,  530.1,  0.00495,      0,      0,       0,       0,       0,       0
total,        162903,     310,     310,     310,    11.4,     5.3,    48.0,    71.6,    77.3,    77.3,  531.1,  0.00494,      0,      0,       0,       0,       0,       0
total,        163248,     326,     326,     326,     9.1,     4.5,    35.5,    64.1,    71.5,    71.5,  532.1,  0.00493,      0,      0,       0,       0,       0,       0
total,        163562,     304,     304,     304,    11.3,     4.5,    50.2,   108.7,   130.5,   130.5,  533.2,  0.00492,      0,      0,       0,       0,       0,       0
total,        163902,     334,     334,     334,     9.5,     5.0,    39.4,    55.3,    63.7,    63.7,  534.2,  0.00492,      0,      0,       0,       0,       0,       0
total,        164187,     281,     281,     281,    12.4,     5.8,    50.6,    82.9,   101.9,   101.9,  535.2,  0.00491,      0,      0,       0,       0,       0,       0
total,        164481,     291,     291,     291,    10.9,     5.7,    42.7,    75.7,    88.0,    88.0,  536.2,  0.00490,      0,      0,       0,       0,       0,       0
total,        164852,     338,     338,     338,    10.3,     5.3,    41.5,    68.8,   122.1,   122.1,  537.3,  0.00490,      0,      0,       0,       0,       0,       0
total,        165196,     333,     333,     333,    10.1,     5.7,    34.5,    66.7,    83.9,    83.9,  538.3,  0.00489,      0,      0,       0,       0,       0,       0
total,        165439,     227,     227,     227,    17.3,     6.4,    79.4,   175.2,   187.9,   187.9,  539.4,  0.00489,      0,      0,       0,       0,       0,       0
total,        165736,     294,     294,     294,    11.2,     6.1,    44.7,   118.9,   128.1,   128.1,  540.4,  0.00488,      0,      0,       0,       0,       0,       0
total,        166030,     278,     278,     278,    10.6,     5.6,    41.1,    64.2,    70.4,    70.4,  541.5,  0.00488,      0,      0,       0,       0,       0,       0
total,        166316,     275,     275,     275,    12.4,     6.2,    51.6,    81.4,    91.8,    91.8,  542.5,  0.00488,      0,      0,       0,       0,       0,       0
